Lat,Lon,LatWGS84,LonWGS84,LocationName,StationID,ObsTime,ELEV,WDIR,WDSD,Temp,HUMD,PRES,H24R,H_FX,H_XD,D_TX,D_TN,City,CitySn,Town,TownSn,InfoTime,InfoDate
24.63875,120.856583,24.63705556,120.8647778,造橋,C0E740,2021/12/12 13:00,27,43,2.2,20.3,0.83,1016.9,0,,,22.1,18.8,苗栗縣,11,造橋鄉,90,2021/12/12 13:00,2021/12/12
23.421475,120.380792,23.41971944,120.3888944,水上,C0M690,2021/12/12 1:00,33,7,1,17.7,0.95,1014.9,0,,,17.9,17.7,嘉義縣,17,水上鄉,223,2021/12/12 1:00,2021/12/12
24.407236,120.741644,24.40547778,120.7498194,三義,C0E880,2021/12/12 19:00,507,61,7,13.4,0.99,961.2,0,12.9,65,18.8,13.4,苗栗縣,11,三義鄉,106,2021/12/12 19:00,2021/12/12
24.754722,121.633056,24.75303333,121.6413028,雙連埤,C0U520,2021/12/12 17:00,517,0,0.1,15.9,0.99,964,0,,,21.8,15.2,宜蘭縣,7,員山鄉,74,2021/12/12 17:00,2021/12/12
23.216733,120.127656,23.21497222,120.1357611,將軍,C0X280,2021/12/12 13:00,22,19,5,23.8,0.68,1016.3,0,,,23.8,17.5,臺南市,4,將軍區,245,2021/12/12 13:00,2021/12/12
23.95175,120.471056,23.94835,120.4791222,溪湖,C0G660,2021/12/12 1:00,27,11,0.7,18.5,1,1015.6,0,,,18.6,18.5,彰化縣,14,溪湖鎮,157,2021/12/12 1:00,2021/12/12
23.812778,120.609028,23.81074167,120.6173,二水,C0G880,2021/12/12 0:00,92,0,0.2,18.4,1,1010.1,0,,,26.6,18.3,彰化縣,14,二水鄉,177,2021/12/12 0:00,2021/12/12
23.210556,121.254167,23.20871667,121.2623417,明里,C0Z020,2021/12/12 0:00,211,16,0.3,17.2,0.89,996.2,0,,,24.3,12,花蓮縣,21,富里鄉,241,2021/12/12 0:00,2021/12/12
25.076228,121.419053,25.07445278,121.4272806,五股,C0AI00,2021/12/12 8:00,188,14,1.5,18.2,0.96,1001.4,0,,,19.6,17.7,新北市,6,五股區,17,2021/12/12 8:00,2021/12/12
24.314833,120.816194,24.31276389,120.8247528,卓蘭,C0E790,2021/12/12 9:00,344,64,0.4,20.4,0.8,981.6,0,,,20.4,16.2,苗栗縣,11,卓蘭鎮,109,2021/12/12 9:00,2021/12/12
23.948694,120.517611,23.94763333,120.5254556,埔心,C0G810,2021/12/12 10:00,26,351,1.8,22.7,0.63,1017,0,,,22.7,17.5,彰化縣,14,埔心鄉,158,2021/12/12 10:00,2021/12/12
24.603167,120.992083,24.601775,121.0002139,南庄,C0E430,2021/12/12 4:00,258,192,1.1,14.5,0.91,994.3,0,,,16.1,14.5,苗栗縣,11,南庄鄉,92,2021/12/12 4:00,2021/12/12
23.631111,120.217222,23.63041389,120.227125,四湖,C0K280,2021/12/12 0:00,23,16,2.2,19.3,0.92,1019.5,0,,,25,16.1,雲林縣,16,四湖鄉,195,2021/12/12 0:00,2021/12/12
24.489931,118.400617,24.48829167,118.4087778,金沙,C0W140,2021/12/12 15:00,21,75,5.8,20.7,0.63,1019,0,11.3,55,21.8,14,金門縣,99,金沙鎮,999,2021/12/12 15:00,2021/12/12
22.828222,120.592722,22.82638889,120.6008056,高樹,C0R470,2021/12/12 2:00,103,320,0.8,18.5,0.85,1008,0,,,19.2,18.4,屏東縣,20,高樹鄉,290,2021/12/12 2:00,2021/12/12
22.759583,120.297694,22.75780556,120.30575,橋頭,C0V760,2021/12/12 8:00,30,27,1.1,18.5,1,1017.6,0,,,19.1,18.2,高雄市,5,橋頭區,299,2021/12/12 8:00,2021/12/12
22.143756,120.886331,22.14206944,120.8943556,九棚,C0R790,2021/12/12 19:00,111,29,9.9,22.3,0.85,1006.5,2.5,,,23.7,20.3,屏東縣,20,牡丹鄉,347,2021/12/12 19:00,2021/12/12
22.890389,120.475528,22.88861389,120.4835972,旗山,C0V740,2021/12/12 15:00,60,332,2.9,27,0.51,1010.5,0,,,27.5,15.8,高雄市,5,旗山區,283,2021/12/12 15:00,2021/12/12
23.879222,120.506528,23.87758611,120.5142222,北斗,C0G840,2021/12/12 4:00,32,0,0,17.1,0.87,1014.7,0,,,18.4,17.1,彰化縣,14,北斗鎮,171,2021/12/12 4:00,2021/12/12
23.081667,120.5825,23.08010556,120.5917583,甲仙,C0V250,2021/12/12 18:00,298,75,0.8,18.6,0.81,983.4,0,,,26.7,13.7,高雄市,5,甲仙區,251,2021/12/12 18:00,2021/12/12
23.224167,120.797778,23.22240278,120.8060889,復興,C0V210,2021/12/12 3:00,734,34,0.3,15.2,0.69,937.3,0,,,16.5,15.2,高雄市,5,桃源區,353,2021/12/12 3:00,2021/12/12
23.948333,120.577528,23.94650278,120.5855972,員林,C0G650,2021/12/12 12:00,34,353,1.4,26.6,0.46,1016,0,,,26.6,17.7,彰化縣,14,員林市,156,2021/12/12 12:00,2021/12/12
24.13355,121.287556,24.13176389,121.2957167,小奇萊,C0I530,2021/12/12 18:00,3014,51,2.7,1.8,1,703.6,0,,,8.1,1.6,南投縣,13,仁愛鄉,122,2021/12/12 18:00,2021/12/12
22.487694,120.494694,22.48591111,120.5027361,南州,C0R580,2021/12/12 10:00,10,334,2.4,23.6,0.75,1019.8,0,,,23.6,18,屏東縣,20,南州鄉,338,2021/12/12 10:00,2021/12/12
23.647817,120.4234,23.64606389,120.431525,大埤,C0K450,2021/12/12 18:00,35,13,5.9,19.2,0.79,1013.8,0,,,25.2,15.7,雲林縣,16,大埤鄉,199,2021/12/12 18:00,2021/12/12
22.536139,120.531972,22.53436111,120.54,潮州,C0R220,2021/12/12 4:00,23,27,0.7,20,0.87,1016.4,0,,,20.3,19.6,屏東縣,20,潮州鎮,332,2021/12/12 4:00,2021/12/12
23.370733,121.374825,23.36892778,121.3829306,赤柯山,C0Z290,2021/12/12 13:00,946,289,0.4,17.9,0.93,915.3,0.5,,,18.4,13.8,花蓮縣,21,玉里鎮,221,2021/12/12 13:00,2021/12/12
24.754722,121.633056,24.75303333,121.6413028,雙連埤,C0U520,2021/12/12 15:00,517,28,1.2,18,0.83,962.4,0,8.9,1,21.8,15.2,宜蘭縣,7,員山鄉,74,2021/12/12 15:00,2021/12/12
24.123139,121.265361,24.12132222,121.2736417,昆陽,C0H990,2021/12/12 0:00,3076,259,1.8,4.6,0.24,708.4,0,,,10.7,2.8,南投縣,13,仁愛鄉,122,2021/12/12 0:00,2021/12/12
