Lat,Lon,LatWGS84,LonWGS84,LocationName,StationID,ObsTime,ELEV,WDIR,WDSD,Temp,HUMD,PRES,H24R,H_FX,H_XD,D_TX,D_TN,City,CitySn,Town,TownSn,InfoTime,InfoDate
23.647817,120.4234,23.64606389,120.431525,大埤,C0K450,2021/12/16 13:00,35,359,2.5,25.4,0.63,1010.4,0,,,26,19.1,雲林縣,16,大埤鄉,199,2021/12/16 13:00,2021/12/16
25.15225,121.395306,25.15021111,121.4039472,八里,C0AD10,2021/12/16 19:00,27,73,0.7,20.4,0.91,1014.4,0,,,24.3,19.1,新北市,6,八里區,9,2021/12/16 19:00,2021/12/16
23.993611,121.529167,23.99186111,121.5371694,水源,C0T9B0,2021/12/16 15:00,558,106,0.9,22.6,0.77,952.5,0,,,23.6,16.9,花蓮縣,21,秀林鄉,108,2021/12/16 15:00,2021/12/16
25.15225,121.395306,25.15021111,121.4039472,八里,C0AD10,2021/12/16 12:00,27,294,1.4,22.9,0.83,1014.3,0,,,24.3,19.1,新北市,6,八里區,9,2021/12/16 12:00,2021/12/16
24.041264,121.596386,24.03946111,121.6045389,新城,C0Z180,2021/12/16 2:00,34,288,0.8,19.7,0.99,1014.9,1,,,20,19.7,花蓮縣,21,新城鄉,136,2021/12/16 2:00,2021/12/16
24.453056,120.921944,24.45127222,120.9301917,馬都安,C0E610,2021/12/16 15:00,850,314,0.7,18.9,0.84,921.2,0,,,21.4,15.9,苗栗縣,11,泰安鄉,101,2021/12/16 15:00,2021/12/16
22.546944,120.3845,22.54506389,120.3925917,鳳森,C0V450,2021/12/16 7:00,51,0,0,18.3,0.91,1010.1,0,,,20.7,18.3,高雄市,5,小港區,330,2021/12/16 7:00,2021/12/16
23.210556,121.254167,23.20871667,121.2623417,明里,C0Z020,2021/12/16 16:00,211,299,3.1,24.7,0.6,989.6,0,,,27.8,14.1,花蓮縣,21,富里鄉,241,2021/12/16 16:00,2021/12/16
25.1932,121.775678,25.19140833,121.7839139,基隆嶼,C0B020,2021/12/16 20:00,86,311,1.3,19.3,0.96,1006.7,0,,,26.3,18,基隆市,3,中正區,11,2021/12/16 20:00,2021/12/16
23.692672,120.295503,23.69092778,120.3036194,褒忠,C0K430,2021/12/16 0:00,30,23,0.7,18.9,0.95,1014.5,0,,,24.9,18,雲林縣,16,褒忠鄉,191,2021/12/16 0:00,2021/12/16
24.275269,120.939447,24.27350278,120.9476167,烏石坑,C0FA00,2021/12/16 11:00,983,113,1.1,22.7,0.45,909.1,0,,,22.7,14,臺中市,2,和平區,104,2021/12/16 11:00,2021/12/16
22.694833,120.534611,22.69312778,120.5426222,長治,C0R480,2021/12/16 9:00,57,196,0.6,22.5,0.8,1011,0,,,22.5,17.2,屏東縣,20,長治鄉,307,2021/12/16 9:00,2021/12/16
23.854225,120.312789,23.85248056,120.3209222,大城,C0G740,2021/12/16 3:00,24,345,0.4,20.4,0.88,1014.2,0,,,20.5,20.4,彰化縣,14,大城鄉,169,2021/12/16 3:00,2021/12/16
22.050931,121.504119,22.04909444,121.5121417,蘭嶼高中,C0S900,2021/12/16 10:00,27,113,1.5,24.8,0.72,1016.6,0,,,25.2,21.6,臺東縣,22,蘭嶼鄉,351,2021/12/16 10:00,2021/12/16
