Lat,Lon,LatWGS84,LonWGS84,LocationName,StationID,ObsTime,ELEV,WDIR,WDSD,Temp,HUMD,PRES,H24R,H_FX,H_XD,D_TX,D_TN,City,CitySn,Town,TownSn,InfoTime,InfoDate
24.692389,121.009083,24.6905,121.0171889,峨眉,C0D430,2021/12/17 3:00,87,0,0,18.8,0.93,1006.8,0,,,19,15.8,新竹縣,10,峨眉鄉,83,2021/12/17 3:00,2021/12/17
22.203367,120.697225,22.20156944,120.70525,獅子,C0R740,2021/12/17 14:00,58,100,4.4,25.4,0.65,1008.3,0,11.5,112,26.6,21.2,屏東縣,20,獅子鄉,344,2021/12/17 14:00,2021/12/17
24.434519,121.295628,24.43273889,121.3038083,桃山A,C0F9Y0,2021/12/17 1:00,3313,74,1.2,2.3,0.55,687.7,0,,,3.3,2,臺中市,2,和平區,104,2021/12/17 1:00,2021/12/17
23.924,120.311861,23.92230278,120.320025,芳苑,C0G870,2021/12/17 9:00,12,15,3.8,21.9,0.75,1017.1,0,8.8,44,21.9,20.1,彰化縣,14,芳苑鄉,149,2021/12/17 9:00,2021/12/17
22.759583,120.297694,22.75780556,120.30575,橋頭,C0V760,2021/12/17 12:00,30,19,1.7,26,0.65,1012.9,0,,,26,19.2,高雄市,5,橋頭區,299,2021/12/17 12:00,2021/12/17
24.144778,121.264083,24.14344167,121.2725472,合歡山,C0H9C0,2021/12/17 11:00,3402,184,3,7.8,0.52,683.6,0,,,8.4,0.9,南投縣,13,仁愛鄉,122,2021/12/17 11:00,2021/12/17
23.401778,119.314667,23.40006944,119.3227611,花嶼,C0W130,2021/12/17 1:00,18,11,5.4,21.5,0.86,1013.9,0,11.5,347,21.6,21.4,澎湖縣,23,望安鄉,231,2021/12/17 1:00,2021/12/17
23.899417,120.578083,23.89764722,120.5862,社頭,C0G860,2021/12/17 9:00,45,23,2.5,22.2,0.79,1011.6,0,,,22.2,18.3,彰化縣,14,社頭鄉,163,2021/12/17 9:00,2021/12/17
22.828222,120.592722,22.82638889,120.6008056,高樹,C0R470,2021/12/17 5:00,103,345,0.4,17.6,0.94,1005.1,0,,,19.7,17.6,屏東縣,20,高樹鄉,290,2021/12/17 5:00,2021/12/17
22.961306,120.361194,22.95954722,120.3693167,崎頂,C0O960,2021/12/17 4:00,112,36,0.7,19.2,0.99,1002.3,0,,,19.2,18.2,臺南市,4,龍崎區,273,2021/12/17 4:00,2021/12/17
22.432667,120.502083,22.43083611,120.5099833,林邊,C0R530,2021/12/17 2:00,16,54,1,21.2,0.84,1013.1,0,,,21.9,21.1,屏東縣,20,林邊鄉,340,2021/12/17 2:00,2021/12/17
